agency,description,name,price
Retsy,"{'Beds': '4', 'Baths': '6', 'Sq.Ft.': '5,700'}",3137 N Valencia Lane Ingleside Club Tract Lots 16-39 & 130-150,"$5,700,000"
Tierra Antigua Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,086'}",8475 N Wind Swept Ln Continental Reserve Blk. 1 & 7 (1-61),"$385,000"
Realty Usa Southwest,"{'Beds': '5', 'Baths': '6', 'Sq.Ft.': '5,625'}",4039 E Rancho Drive Short Hills,"$5,600,000"
"Opendoor Brokerage, Llc","{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,627'}",6201 E Stonechat Dr Julian Ranch (1-104),"$305,000"
Gray St. Onge,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,426'}",2531 N Santa Lucia Dr Country Club Estates No. 1,"$1,295,000"
Lennar Sales Corp.,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '2,203'}",7844 S Desert Indigo Dr Rocking K South Neighborhood 1 Parcel C,"$459,990"
Lennar Sales Corp.,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,223'}",8020 S Desert Indigo Dr Rocking K South Neighborhood 1 Parcel C,"$449,990"
"Opendoor Brokerage, Llc","{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '1,446'}",7856 S Baja Stone Ave Desert Stone (1-260),"$310,000"
Coldwell Banker Realty,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,240'}",861 N Circulo Zagala Colonial Trails (1-35),"$750,000"
Realty Executives Arizona Territory,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,292'}",2986 W Country Fair Dr Country Club(1-221),"$399,000"
Drh Properties Inc.,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '1,776'}",3456 N Kellen Canyon Ct Silverbell Crossings Sq20131720884,"$429,900"
Keller Williams Southern Arizona,"{'Beds': '2', 'Baths': '1', 'Sq.Ft.': '1,085'}",2913 E Lester St Blenman Annex,"$359,000"
Tierra Antigua Realty,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '2,115'}",956 S Lucinda Dr Harrison Pointe Phase I (1-72),"$375,000"
Panda Key Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,090'}",2231 S 2nd Ave Homeland,"$239,000"
Delex Realty,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '1,949'}",1036 S Wintersburg Road To Be Determined At Title.,"$450,000"
Delex Realty,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '2,088'}",1219 S 369th Lane None,"$444,000"
Realty One Group,"{'Beds': '13', 'Baths': '16', 'Sq.Ft.': '40,000'}",3627 E Bethany Home Road Palo Cristi Estates,"$75,000,000"
Delex Realty,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '1,928'}",1088 S 367th Avenue N/A,"$430,000"
Walt Danley Local Luxury Christie's International Real Estate,"{'Beds': '6', 'Baths': '13 F 1 1/2', 'Sq.Ft.': '23,417'}",5738 N Casa Blanca Drive Town Of Paradise Valley,"$40,000,000"
Emg Real Estate,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '1,921'}",618 N 372nd Avenue Leaps And Bounds,"$430,000"
Walt Danley Local Luxury Christie's International Real Estate,"{'Beds': '6', 'Baths': '8 F 1 1/2', 'Sq.Ft.': '15,500'}",7620 N Red Ledge Drive Clearwater Hills,"$29,000,000"
American Freedom Realty,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '1,921'}",37533 W Superior Avenue Unknown,"$429,900"
Launch Powered By Compass,"{'Beds': '8', 'Baths': '10', 'Sq.Ft.': '14,178'}",5823 N Invergordon Road Paradise Valley,"$24,900,000"
Berkshire Hathaway Homeservices Arizona Properties,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,513'}",38732 W Buckeye Road Horseshoe-Trls Amd,"$429,000"
"Bespoke Real Estate, Llc","{'Beds': '4', 'Baths': '7', 'Sq.Ft.': '7,989'}",4301 E Upper Ridge Way Paradise Valley,"$23,000,000"
A.Z. & Associates,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '3,450'}",8631 N 391st Avenue Silver Star Ranch 2Nd Amd,"$424,990"
Russ Lyon Sotheby's International Realty,"{'Beds': '5', 'Baths': '11', 'Sq.Ft.': '16,809'}",8100 N 68th Street Camelback Country Club Estates,"$20,000,000"
Glass House International,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '1,800'}",37643 W Pierson Street Coyote Ranch,"$415,000"
Silverleaf Realty,"{'Beds': '6', 'Baths': '8', 'Sq.Ft.': '10,676'}","7835 N Ironwood Drive Mummy Mt Park Lots 32-40, 74-91 & Tr A","$19,950,000"
American Traditions Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,753'}",33322 W Lower Buckeye Road Horseshoe Trls Amd,"$415,000"
Walt Danley Local Luxury Christie's International Real Estate,"{'Beds': '5', 'Baths': '7', 'Sq.Ft.': '11,500'}",7540 N Red Ledge Drive Clearwater Hills 2 Private Roads,"$19,500,000"
Emg Real Estate,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '1,795'}",5909 N 382nd Lane Coyote Ridge,"$404,999"
Russ Lyon Sotheby's International Realty,"{'Beds': '7', 'Baths': '13', 'Sq.Ft.': '17,701'}",7046 N 59th Place Club Estates,"$17,950,000"
Delex Realty,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '1,630'}",35612 W Morning Glory Street Na,"$395,000"
Retsy,"{'Beds': '5', 'Baths': '6', 'Sq.Ft.': '10,170'}",7256 N 40th Street #6 Crown Canyon,"$17,800,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '2,495'}",132 Avenida De Otero Tubac Golf Resort Homes,"$825,500"
My Home Group Real Estate,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '1,904'}",4511 S 336th Avenue N 255F Of S 1020F Of Ne4 Nw4 Sec 28 Ex W 599.67F Th/Of & Ex E 531F Th/Of,"$395,000"
Retsy,"{'Beds': '14', 'Baths': '23', 'Sq.Ft.': '52,000'}",6112 N Paradise View Drive Paradise Mansion Estates,"$16,000,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '2,370'}",7 Tierra Libre Ct The Ranch At Aliso Springs,"$987,500"
Realty Executives,"{'Beds': '5', 'Baths': '6 F 1 1/2', 'Sq.Ft.': '8,790'}","7720 N Foothill Drive Mummy Mt Park Lots 1-31, 41-73 & Tr B","$16,000,000"
Hunt Real Estate Era,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,901'}",2975 Lodgepole Road Forest Trails Unit 2,"$599,000"
Homesmart,"{'Beds': '2', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,529'}",148 Circulo Vespucci Barrio Santiago At Barrio De Tubac,"$719,000"
West Usa Realty,"{'Beds': '2', 'Baths': '1', 'Sq.Ft.': '972'}",2050 Chevelon Road Timberlake Pines Unit 1,"$199,900"
Realty Executives Arizona Territory,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,452'}",6 Circulo Diego Rivera Cielito Linda De Tubac,"$350,000"
Realty One Group,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,176'}",2647 Palomino Trail Bison Ranch,"$419,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '4', 'Baths': '5', 'Sq.Ft.': '4,366'}",2312 Circulo De Anza Tubac Valley Country Club Estates,"$1,490,000"
Arizona Resource Realty,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,756'}",3233 Bigler Road Bigler Homesteads,"$399,000"
Realty Executives Arizona Territory,"{'Beds': '1', 'Baths': '2', 'Sq.Ft.': '1,064'}",502 Post Way Barrio Embarcadero,"$305,000"
Exp Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,274'}",3310 Rim Lakes Road Timberlake Pines,"$315,000"
Realty Executives Arizona Territory,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,516'}",52 Burruel St Tubac Golf Resort Development,"$1,450,000"
Long Realty Canyon Sky,"{'Beds': '1', 'Baths': '1', 'Sq.Ft.': '1,013'}",2379 Quarter Horse Trail #201 Bison Ranch Resort Suites,"$180,000"
"Long Realty Tubac, Rio Rico, N","{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '2,183'}",44 Avenida Otero Tubac Valley Country Club Estates,"$670,000"
Realty Executives Arizona Territory,"{'Beds': '1', 'Baths': '2', 'Sq.Ft.': '540'}",2383 Quarter Horse Trail #209 Bison Ranch Resort Suites Phase 1,"$127,500"
Tierra Antigua Realty,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,008'}",203 Post Way Barrio Embarcadero,"$299,900"
"West Valley Real Estate, Inc.","{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,065'}",2961 Hunters Road Buckskin Acres Unit 4,"$149,000"
Coldwell Banker Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,475'}",306 Post Way Barrio Embarcadero,"$315,000"
Diane Dahlin's Pine Rim Realty,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '781'}",2030 Wilderness Drive Holiday Forest,"$149,900"
Realty Executives Arizona Territory,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '2,737'}",2362 Camino Esplendido Tubac Valley Vistas,"$550,000"
Diane Dahlin's Pine Rim Realty,"{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '2,933'}",2751 Challenger Drive Mogoloon Air Park Unit 4B,"$779,500"
Realty Executives Arizona Territory,"{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '3,058'}",2321 Circulo De Anza Tubac Valley Country Club Estates,"$1,295,000"
West Usa Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,961'}",2873 Little Hawk Trail 0,"$615,000"
Perkinson Properties Llc,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '1,600'}",3364 Navajo Drive Zane Grey Acres Unit 3,"$425,000"
Mackey & Associates Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,142'}",49636 N 15th Avenue None,"$975,000"
Dominion Group Properties,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,958'}",43211 N 16th Street Unincorporated,"$975,000"
Success One Realty,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,496'}",127 E Sabrosa Drive Sabrosa 1,"$949,500"
Homesmart,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,464'}",1820 E Gaffney Road Will Provide In Escrow,"$920,000"
Real Estate At The Firm,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '4,408'}",4829 W Cavalry Road Anthem Unit 81B,"$915,000"
RE/MAX Casa Grande,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,924'}",47012 N New River Road New River,"$899,900"
Desert Dream Realty,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '3,017'}",43811 N 18th Street Metes And Bounds,"$840,000"
RE/MAX Fine Properties,"{'Beds': '5', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,777'}",3760 W Lapenna Drive Arroyo Norte 4,"$840,000"
Keller Williams Arizona Realty,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,450'}",1246 E Gaffney Road None,"$825,000"
Keller Williams Arizona Realty,"{'Beds': '6', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,707'}",42706 N 45th Drive Anthem West Unit 2,"$799,800"
Homesmart,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '2,286'}",44321 N 11th Street Na,"$765,000"
Berkshire Hathaway Homeservices Arizona Properties,"{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,565'}",4121 W Copper Moon Way Circle Mountain Ranch,"$760,000"
Desert North Realty,"{'Beds': '5', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '5,099'}",890 E Latigo Ct Rimrock,"$1,125,000"
Better Homes And Gardens Real Estate Bloomtree Realty,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '1,580'}",77 W Laxton Castle Way  ,"$375,000"
Keller Williams Arizona Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,728'}",25690 N Burgundy Way Ravencrest,"$589,000"
Homesmart,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,152'}",25350 N Naples St  ,"$475,000"
Berkshire Hathaway Homeservices Prescott,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '1,493'}",05 N Sterling Way  ,"$339,000"
Irealty Professionals,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,513'}",3199 W Sandstone Dr S13 T18n R3w,"$275,000"
Iannelli & Assoc. Real Estate,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,087'}",1240 W Saddle Rd Ranchland Estates Ranch A,"$425,000"
Realty One Group Mt Desert,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,513'}",2375 W Sherry Dr S30 T18n R2w,"$345,095"
West Usa Realty Of Prescott,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,681'}",610 W Valleri Ann Rd Antelope Lakes Unit 5,"$595,000"
"Delex Realty, Llc 001","{'Beds': '4', 'Baths': '1 F 1 3/4', 'Sq.Ft.': '2,280'}",2112 W Altimeter Way Brand New Clayton Home,"$459,900"
"Delex Realty, Llc 001","{'Beds': '4', 'Baths': '1 F 1 3/4', 'Sq.Ft.': '2,280'}",2182 W Altimeter Way Brand New Clayton Home,"$459,900"
"Delex Realty, Llc 001","{'Beds': '4', 'Baths': '1 F 1 3/4', 'Sq.Ft.': '2,280'}",26496 N Feather Mountain Rd S19 T18n R2w,"$459,900"
The Maricopa Real Estate Co,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,378'}",20727 N La Entrada Road Hidden Valley,"$825,000"
Homesmart Premier,"{'Beds': '5', 'Baths': '3', 'Sq.Ft.': '3,954'}",22103 N Cline Court Rancho El Dorado,"$740,000"
Richmond American Homes,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,580'}",22386 N Daniel Drive Rancho El Dorado Phase Iii Parcel 43/48,"$723,741"
Richmond American Homes,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,580'}",22303 N Daniel Drive Rancho El Dorado Phase Iii Parcel 43/48,"$674,147"
Richmond American Homes,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,580'}",22361 N Daniel Drive Rancho El Dorado Phase Iii Parcel 43/48,"$671,963"
Richmond American Homes,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,580'}",40411 W Desert Fairways Drive Rancho El Dorado Phase Iii Parcel 43/48,"$661,497"
Century 21 Arizona West,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,441'}",42424 W Grand Avenue None,"$220,000"
Richmond American Homes,"{'Beds': '5', 'Baths': '3', 'Sq.Ft.': '2,640'}",40532 W Desert Fairways Drive Rancho El Dorado Phase Iii Parcel 43/48,"$660,995"
Century 21 Arizona West,"{'Beds': '2', 'Baths': '1', 'Sq.Ft.': '1,180'}",270 Debs Circle Circle City,"$239,600"
RE/MAX Desert Showcase,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,291'}",20822 E Larry Ln Cordes Lakes Unit 8,"$255,000"
RE/MAX Alliance Group,"{'Beds': '6', 'Baths': '4', 'Sq.Ft.': '4,663'}",44572 W Granite Drive Cobblestone Farms Parcel Ii,"$649,990"
Property Hub Llc,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,380'}",522 W Claessens Drive Circle City,"$250,000"
Coldwell Banker Northland,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,188'}",16033 S Papago Dr Cordes Lakes Unit 7,"$262,000"
West Usa Realty,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,117'}",10502 N Candido Road S19 T5s R2e,"$625,000"
Mountain Lake Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,768'}",48525 N Us Highway 60 Highway Metes & Bounds,"$314,900"
"Weichert, Realtors-Cla","{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,199'}",20644 E Hereford Dr Cordes Lakes Unit 1,"$290,000"
Good Oak Real Estate,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '4,152'}",16896 N Palo Rojo Road Palo Brea,"$620,000"
Homesmart,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,875'}",38127 N 251st Avenue N/A,"$575,000"
Realty One Group Mt Desert,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '978'}",16482 S Red Rock Ln Cordes Lakes Unit 4,"$230,000"
Keller Williams Realty Phoenix,"{'Beds': '7', 'Baths': '10', 'Sq.Ft.': '14,322'}",1550 N 40th Street #14 Citrus Manor,"$5,399,000"
My Home Group Real Estate,"{'Beds': '5', 'Baths': '4', 'Sq.Ft.': '3,626'}",20286 N Valencia Drive Tortosa Nw Parcel 9,"$600,000"
My Home Group Real Estate,"{'Beds': '2', 'Baths': '1 F 1 1/2', 'Sq.Ft.': '1,730'}",44809 Saguaro Blossom Lane Terry Hills Estates,"$699,000"
RE/MAX Mountain Properties,"{'Beds': '1', 'Baths': '1', 'Sq.Ft.': '1,080'}",12381 E Agua Fria Ave Mayer Townsite,"$135,000"
Russ Lyon Sotheby's International Realty,"{'Beds': '5', 'Baths': '7', 'Sq.Ft.': '6,980'}",7646 E Hidden Canyon Street Hidden Canyon At Las Sendas,"$4,995,000"
"Opendoor Brokerage, Llc","{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,786'}",42788 W Bravo Drive Phase Ii Parcel 14 At Rancho El Dorado,"$600,000"
Century 21 Arizona West,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,740'}","37818 N 251st Avenue Metes & Bounds, 2.48 Ac","$619,500"
Realty Executive Arizona Territory,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,095'}",20787 E Zaragoza Dr Cordes Lakes Unit 8,"$249,000"
"Louis L. Turner Commercial Investments, Inc.","{'Beds': '5', 'Baths': '5', 'Sq.Ft.': '6,445'}",3542 N Crystal Peak Circle Granite Mountain At Las Sendas,"$3,895,000"
Real Estate Collection,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '2,640'}",38715 N 205th Avenue No,"$1,200,000"
United Country Az Country Re,"{'Beds': '2', 'Baths': '1', 'Sq.Ft.': '599'}",20459 E Aztec Trl Cordes Lakes Unit 5,"$132,500"
Realty One Group,"{'Beds': '4', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '5,524'}",4220 N Pinnacle Ridge Pinnacle Ridge At Las Sendas Mountain,"$2,700,000"
Realtyonegroup Mountain Desert,"{'Beds': '2', 'Baths': '1', 'Sq.Ft.': '1,248'}",6149 E Lake View Drive S22 T7n R1w,"$795,000"
Homesmart Fine Homes And Land,"{'Beds': '2', 'Baths': '1', 'Sq.Ft.': '785'}",14084 S Holly Rd Spring Valley,"$185,000"
My Home Group Real Estate,"{'Beds': '4', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '4,342'}",8716 E Regina Circle Las Sendas- Granite Mountain,"$2,598,000"
Homesmart,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,323'}",45647 N Us Hwy 60 89 Stunning Views,"$749,000"
Dalton Realty,"{'Beds': '4', 'Baths': '2', 'Sq.Ft.': '1,409'}",334 W Kiser Street Lobb Heights Sup Lot63,"$120,000"
West Usa Realty,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,836'}",31010 N 117th Dr Drive Blackstone At Vistancia,"$1,899,000"
"Exp Realty, Llc- Cottonwood","{'Beds': '2', 'Baths': '1 F 1 3/4', 'Sq.Ft.': '1,041'}",20918 E Black Rock Trl Cordes Lakes Unit 7,"$240,000"
Keller Williams Realty Phoenix,"{'Beds': '6', 'Baths': '7', 'Sq.Ft.': '6,634'}",3729 E Kenwood Street Villa Tuscano Final Plat,"$2,589,000"
Platinum Living Realty,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,408'}",168 Peretz Circle Circle City,"$335,000"
My Home Group Real Estate,"{'Beds': '2', 'Baths': '1', 'Sq.Ft.': '1,203'}",533 W Porphyry Street Westside Addition To Superior,"$115,000"
Swallows & Associates Realty,"{'Beds': '5', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '4,332'}",7813 W Calle Lejos Silver Canyon Ranch,"$1,890,000"
"Keller Williams, Professional","{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '1,406'}",13860 S Bluebird Ln Spring Valley 2,"$389,900"
Arizona Best Real Estate,"{'Beds': '5', 'Baths': '4', 'Sq.Ft.': '2,945'}",4426 S 109th Avenue Verde Trails,"$499,990"
Homesmart,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '5,500'}",3622 E Mallory Circle Deroche Estates,"$2,500,000"
Homesmart,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '2,066'}",35190 S Cow Creek Road Pleasant Country Ranches Unit 1,"$475,000"
Berkshire Hathaway Homeservices Arizona Properties,"{'Beds': '4', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '5,626'}",29008 N Chalfen Boulevard Sonoran Mountain Ranch Parcel 12,"$1,850,000"
My Home Group Real Estate,"{'Beds': '5', 'Baths': '2 F 1 3/4', 'Sq.Ft.': '1,792'}",20574 E Park View Ln Cordes Lakes Unit 8,"$319,000"
Lennar Sales Corp,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,375'}",4215 S 109th Avenue Verde Trails Parcels 1 & 2,"$499,990"
Exp Realty,"{'Beds': '4', 'Baths': '6', 'Sq.Ft.': '3,948'}",7426 E Forest Trail Circle Eagle Canyon At Las Sendas,"$2,500,000"
Realty One Group,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '4,076'}",30593 N 117th Drive Blackstone At Vistancia Parcels B6 & B9,"$1,795,000"
Woods Hometown Realty,"{'Beds': '2', 'Baths': '2', 'Sq.Ft.': '1,080'}",20785 E Antelope Rd Cordes Lakes Unit 1,"$231,500"
Kenneth James Realty,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,645'}",9313 W Odeum Lane Tivoli,"$499,900"
The Brokery,"{'Beds': '6', 'Baths': '10', 'Sq.Ft.': '7,354'}",3825 E Knoll Street Villa Tuscano Final Plat,"$2,499,999"
H2 Realty,"{'Beds': '5', 'Baths': '4 F 1 1/2', 'Sq.Ft.': '4,441'}",30946 N 120th Avenue Blackstone At Vistancia B10,"$1,775,000"
Landsea Homes,"{'Beds': '5', 'Baths': '3', 'Sq.Ft.': '2,624'}",4205 S 105th Lane Sunset Farms Parcel 4,"$482,415"
Exp Realty,"{'Beds': '6', 'Baths': '7', 'Sq.Ft.': '6,994'}",1550 N 40th Street #6 Citrus Manor,"$2,425,000"
RE/MAX Alliance Group,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,459'}",30999 N 117th Drive Blackstone At Vistancia Parcel B9,"$1,750,000"
Arizona Best Real Estate,"{'Beds': '5', 'Baths': '4', 'Sq.Ft.': '2,945'}",4413 S 108th Avenue Verde Trails,"$479,990"
Realty One Group,"{'Beds': '4', 'Baths': '5', 'Sq.Ft.': '4,950'}",4122 E Mclellan Road #13 Highgrove Estates,"$2,425,000"
Realty One Group,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,855'}",23678 N 79th Avenue Minor Land Division Mcr 164904; Lot 1+2 (1 Acre),"$1,700,000"
RE/MAX Alliance Group,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,022'}",30140 N 117th Drive Blackstone At Vistancia Parcels B6 & B9,"$1,599,000"
Landsea Homes,"{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '2,162'}",4212 S 105th Lane Sunset Farms Parcel 4,"$479,900"
RE/MAX Solutions,"{'Beds': '5', 'Baths': '6', 'Sq.Ft.': '7,274'}",622 N Miramar Hidden Groves,"$2,300,000"
Realty One Group,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,855'}",23678 N 79th Avenue Minor Land Division Mcr 164904; Lot 1 (1/2 Acre),"$1,590,000"
Toll Brothers Real Estate,"{'Beds': '3', 'Baths': '2', 'Sq.Ft.': '2,229'}",17676 W Whitefish Drive Sterling Grove,"$999,995"
Landsea Homes,"{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,624'}",10624 W Wood Street Sunset Farms Parcel 4,"$474,900"
Jason Mitchell Real Estate,"{'Beds': '10', 'Baths': '7', 'Sq.Ft.': '5,836'}",23157 N 103rd Lane Ironwood,"$1,550,000"
Novus Realty Agency,"{'Beds': '5', 'Baths': '4', 'Sq.Ft.': '4,021'}",15640 N Verde Street Surprise,"$999,990"
Century 21 Americana,"{'Beds': '5', 'Baths': '3', 'Sq.Ft.': '2,322'}",10230 W Hammond Lane Country Place,"$473,999"
Realty Executives,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '3,500'}",8414 W Donald Drive Citrus Garden Estates Unit 3 Lot 45-70 Tr A,"$1,549,900"
Morgan Taylor Realty,"{'Beds': '5', 'Baths': '4', 'Sq.Ft.': '4,066'}",24424 N 157th Drive San Ysidro Acres,"$999,000"
"Arizona Premier Realty Homes & Land, Llc","{'Beds': '5', 'Baths': '3', 'Sq.Ft.': '2,423'}",2123 S 101st Lane Country Place Phase 5 Parcels 37 38 & 39,"$469,900"
Homesmart,"{'Beds': '4', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '3,305'}",6995 W Avenida Del Sol Street Custom,"$1,549,000"
Kenneth James Realty,"{'Beds': '4', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '3,000'}",15313 W Desert Vista Trail N/A,"$997,000"
Homesmart,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '1,979'}",12225 W Bohne Street Cantada Ranch,"$468,499"
Toll Brothers Real Estate,"{'Beds': '3', 'Baths': '3 F 1 1/2', 'Sq.Ft.': '2,730'}",17381 W Auburn Street Toll At Prasada Phase 2 Unit F & Unit C Amd,"$969,995"
Realty Executives,"{'Beds': '5', 'Baths': '6', 'Sq.Ft.': '5,086'}","273 E Highline Drive Knolls Unit One, Plat 636","$1,795,000"
Estrella Realty Group,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,423'}",2016 S 102nd Lane Country Place Phase 5 Parcels 37 38 & 39,"$465,000"
Amax Real Estate And Managemen,"{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '2,755'}",16120 N 151st Avenue Chilsons Place,"$960,000"
Integra Homes And Land,"{'Beds': '4', 'Baths': '4', 'Sq.Ft.': '4,312'}","603 N Grapevine Drive Lot 447, Chaparral Pines Phase 2","$1,690,000"
Exp Realty,"{'Beds': '4', 'Baths': '3', 'Sq.Ft.': '2,279'}",1809 S 83rd Drive 83Rd & Buckeye,"$465,000"
Redfin Corporation,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '2,735'}",15330 W Pinnacle Vista Road None,"$950,000"
Lee Harding,"{'Beds': '3', 'Baths': '3', 'Sq.Ft.': '4,310'}",1013 N Scenic Drive Chaparral Pines Phase 1,"$1,600,000"
Keller Williams Arizona Realty,"{'Beds': '3', 'Baths': '2 F 1 1/2', 'Sq.Ft.': '3,564'}",14020 N 184th Avenue Waddell Haciendas Unit 1,"$949,850"
